"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"17/08/2023 00:00:00 - 17/08/2023 01:00:00","BZN|ES","Without Sequence","122.11","",""
"17/08/2023 01:00:00 - 17/08/2023 02:00:00","BZN|ES","Without Sequence","117.61","",""
"17/08/2023 02:00:00 - 17/08/2023 03:00:00","BZN|ES","Without Sequence","112.15","",""
"17/08/2023 03:00:00 - 17/08/2023 04:00:00","BZN|ES","Without Sequence","112.15","",""
"17/08/2023 04:00:00 - 17/08/2023 05:00:00","BZN|ES","Without Sequence","121.38","",""
"17/08/2023 05:00:00 - 17/08/2023 06:00:00","BZN|ES","Without Sequence","124.40","",""
"17/08/2023 06:00:00 - 17/08/2023 07:00:00","BZN|ES","Without Sequence","129.00","",""
"17/08/2023 07:00:00 - 17/08/2023 08:00:00","BZN|ES","Without Sequence","131.76","",""
"17/08/2023 08:00:00 - 17/08/2023 09:00:00","BZN|ES","Without Sequence","131.00","",""
"17/08/2023 09:00:00 - 17/08/2023 10:00:00","BZN|ES","Without Sequence","122.00","",""
"17/08/2023 10:00:00 - 17/08/2023 11:00:00","BZN|ES","Without Sequence","108.36","",""
"17/08/2023 11:00:00 - 17/08/2023 12:00:00","BZN|ES","Without Sequence","95.26","",""
"17/08/2023 12:00:00 - 17/08/2023 13:00:00","BZN|ES","Without Sequence","91.62","",""
"17/08/2023 13:00:00 - 17/08/2023 14:00:00","BZN|ES","Without Sequence","90.51","",""
"17/08/2023 14:00:00 - 17/08/2023 15:00:00","BZN|ES","Without Sequence","89.98","",""
"17/08/2023 15:00:00 - 17/08/2023 16:00:00","BZN|ES","Without Sequence","92.32","",""
"17/08/2023 16:00:00 - 17/08/2023 17:00:00","BZN|ES","Without Sequence","93.97","",""
"17/08/2023 17:00:00 - 17/08/2023 18:00:00","BZN|ES","Without Sequence","94.36","",""
"17/08/2023 18:00:00 - 17/08/2023 19:00:00","BZN|ES","Without Sequence","95.51","",""
"17/08/2023 19:00:00 - 17/08/2023 20:00:00","BZN|ES","Without Sequence","124.40","",""
"17/08/2023 20:00:00 - 17/08/2023 21:00:00","BZN|ES","Without Sequence","132.25","",""
"17/08/2023 21:00:00 - 17/08/2023 22:00:00","BZN|ES","Without Sequence","136.01","",""
"17/08/2023 22:00:00 - 17/08/2023 23:00:00","BZN|ES","Without Sequence","134.60","",""
"17/08/2023 23:00:00 - 18/08/2023 00:00:00","BZN|ES","Without Sequence","132.25","",""
"18/08/2023 00:00:00 - 18/08/2023 01:00:00","BZN|ES","Without Sequence","129.40","",""
"18/08/2023 01:00:00 - 18/08/2023 02:00:00","BZN|ES","Without Sequence","123.02","",""
"18/08/2023 02:00:00 - 18/08/2023 03:00:00","BZN|ES","Without Sequence","119.96","",""
"18/08/2023 03:00:00 - 18/08/2023 04:00:00","BZN|ES","Without Sequence","113.21","",""
"18/08/2023 04:00:00 - 18/08/2023 05:00:00","BZN|ES","Without Sequence","113.21","",""
"18/08/2023 05:00:00 - 18/08/2023 06:00:00","BZN|ES","Without Sequence","113.21","",""
"18/08/2023 06:00:00 - 18/08/2023 07:00:00","BZN|ES","Without Sequence","120.00","",""
"18/08/2023 07:00:00 - 18/08/2023 08:00:00","BZN|ES","Without Sequence","117.43","",""
"18/08/2023 08:00:00 - 18/08/2023 09:00:00","BZN|ES","Without Sequence","110.00","",""
"18/08/2023 09:00:00 - 18/08/2023 10:00:00","BZN|ES","Without Sequence","106.81","",""
"18/08/2023 10:00:00 - 18/08/2023 11:00:00","BZN|ES","Without Sequence","95.85","",""
"18/08/2023 11:00:00 - 18/08/2023 12:00:00","BZN|ES","Without Sequence","89.05","",""
"18/08/2023 12:00:00 - 18/08/2023 13:00:00","BZN|ES","Without Sequence","86.28","",""
"18/08/2023 13:00:00 - 18/08/2023 14:00:00","BZN|ES","Without Sequence","82.85","",""
"18/08/2023 14:00:00 - 18/08/2023 15:00:00","BZN|ES","Without Sequence","84.16","",""
"18/08/2023 15:00:00 - 18/08/2023 16:00:00","BZN|ES","Without Sequence","85.49","",""
"18/08/2023 16:00:00 - 18/08/2023 17:00:00","BZN|ES","Without Sequence","85.71","",""
"18/08/2023 17:00:00 - 18/08/2023 18:00:00","BZN|ES","Without Sequence","86.76","",""
"18/08/2023 18:00:00 - 18/08/2023 19:00:00","BZN|ES","Without Sequence","89.05","",""
"18/08/2023 19:00:00 - 18/08/2023 20:00:00","BZN|ES","Without Sequence","119.32","",""
"18/08/2023 20:00:00 - 18/08/2023 21:00:00","BZN|ES","Without Sequence","123.00","",""
"18/08/2023 21:00:00 - 18/08/2023 22:00:00","BZN|ES","Without Sequence","130.00","",""
"18/08/2023 22:00:00 - 18/08/2023 23:00:00","BZN|ES","Without Sequence","130.52","",""
"18/08/2023 23:00:00 - 19/08/2023 00:00:00","BZN|ES","Without Sequence","129.01","",""
"19/08/2023 00:00:00 - 19/08/2023 01:00:00","BZN|ES","Without Sequence","123.12","",""
"19/08/2023 01:00:00 - 19/08/2023 02:00:00","BZN|ES","Without Sequence","121.32","",""
"19/08/2023 02:00:00 - 19/08/2023 03:00:00","BZN|ES","Without Sequence","117.62","",""
"19/08/2023 03:00:00 - 19/08/2023 04:00:00","BZN|ES","Without Sequence","112.76","",""
"19/08/2023 04:00:00 - 19/08/2023 05:00:00","BZN|ES","Without Sequence","112.76","",""
"19/08/2023 05:00:00 - 19/08/2023 06:00:00","BZN|ES","Without Sequence","117.62","",""
"19/08/2023 06:00:00 - 19/08/2023 07:00:00","BZN|ES","Without Sequence","120.34","",""
"19/08/2023 07:00:00 - 19/08/2023 08:00:00","BZN|ES","Without Sequence","121.32","",""
"19/08/2023 08:00:00 - 19/08/2023 09:00:00","BZN|ES","Without Sequence","122.84","",""
"19/08/2023 09:00:00 - 19/08/2023 10:00:00","BZN|ES","Without Sequence","112.76","",""
"19/08/2023 10:00:00 - 19/08/2023 11:00:00","BZN|ES","Without Sequence","89.05","",""
"19/08/2023 11:00:00 - 19/08/2023 12:00:00","BZN|ES","Without Sequence","85.01","",""
"19/08/2023 12:00:00 - 19/08/2023 13:00:00","BZN|ES","Without Sequence","84.76","",""
"19/08/2023 13:00:00 - 19/08/2023 14:00:00","BZN|ES","Without Sequence","84.91","",""
"19/08/2023 14:00:00 - 19/08/2023 15:00:00","BZN|ES","Without Sequence","84.76","",""
"19/08/2023 15:00:00 - 19/08/2023 16:00:00","BZN|ES","Without Sequence","85.01","",""
"19/08/2023 16:00:00 - 19/08/2023 17:00:00","BZN|ES","Without Sequence","84.91","",""
"19/08/2023 17:00:00 - 19/08/2023 18:00:00","BZN|ES","Without Sequence","86.32","",""
"19/08/2023 18:00:00 - 19/08/2023 19:00:00","BZN|ES","Without Sequence","98.72","",""
"19/08/2023 19:00:00 - 19/08/2023 20:00:00","BZN|ES","Without Sequence","122.50","",""
"19/08/2023 20:00:00 - 19/08/2023 21:00:00","BZN|ES","Without Sequence","134.60","",""
"19/08/2023 21:00:00 - 19/08/2023 22:00:00","BZN|ES","Without Sequence","140.36","",""
"19/08/2023 22:00:00 - 19/08/2023 23:00:00","BZN|ES","Without Sequence","138.41","",""
"19/08/2023 23:00:00 - 20/08/2023 00:00:00","BZN|ES","Without Sequence","134.60","",""
"20/08/2023 00:00:00 - 20/08/2023 01:00:00","BZN|ES","Without Sequence","133.46","",""
"20/08/2023 01:00:00 - 20/08/2023 02:00:00","BZN|ES","Without Sequence","131.75","",""
"20/08/2023 02:00:00 - 20/08/2023 03:00:00","BZN|ES","Without Sequence","131.18","",""
"20/08/2023 03:00:00 - 20/08/2023 04:00:00","BZN|ES","Without Sequence","129.78","",""
"20/08/2023 04:00:00 - 20/08/2023 05:00:00","BZN|ES","Without Sequence","129.95","",""
"20/08/2023 05:00:00 - 20/08/2023 06:00:00","BZN|ES","Without Sequence","129.78","",""
"20/08/2023 06:00:00 - 20/08/2023 07:00:00","BZN|ES","Without Sequence","129.78","",""
"20/08/2023 07:00:00 - 20/08/2023 08:00:00","BZN|ES","Without Sequence","122.01","",""
"20/08/2023 08:00:00 - 20/08/2023 09:00:00","BZN|ES","Without Sequence","113.50","",""
"20/08/2023 09:00:00 - 20/08/2023 10:00:00","BZN|ES","Without Sequence","99.00","",""
"20/08/2023 10:00:00 - 20/08/2023 11:00:00","BZN|ES","Without Sequence","87.00","",""
"20/08/2023 11:00:00 - 20/08/2023 12:00:00","BZN|ES","Without Sequence","83.71","",""
"20/08/2023 12:00:00 - 20/08/2023 13:00:00","BZN|ES","Without Sequence","82.92","",""
"20/08/2023 13:00:00 - 20/08/2023 14:00:00","BZN|ES","Without Sequence","83.71","",""
"20/08/2023 14:00:00 - 20/08/2023 15:00:00","BZN|ES","Without Sequence","84.30","",""
"20/08/2023 15:00:00 - 20/08/2023 16:00:00","BZN|ES","Without Sequence","82.92","",""
"20/08/2023 16:00:00 - 20/08/2023 17:00:00","BZN|ES","Without Sequence","82.50","",""
"20/08/2023 17:00:00 - 20/08/2023 18:00:00","BZN|ES","Without Sequence","94.00","",""
"20/08/2023 18:00:00 - 20/08/2023 19:00:00","BZN|ES","Without Sequence","112.00","",""
"20/08/2023 19:00:00 - 20/08/2023 20:00:00","BZN|ES","Without Sequence","128.80","",""
"20/08/2023 20:00:00 - 20/08/2023 21:00:00","BZN|ES","Without Sequence","136.90","",""
"20/08/2023 21:00:00 - 20/08/2023 22:00:00","BZN|ES","Without Sequence","139.54","",""
"20/08/2023 22:00:00 - 20/08/2023 23:00:00","BZN|ES","Without Sequence","134.60","",""
"20/08/2023 23:00:00 - 21/08/2023 00:00:00","BZN|ES","Without Sequence","132.97","",""
"21/08/2023 00:00:00 - 21/08/2023 01:00:00","BZN|ES","Without Sequence","125.86","",""
"21/08/2023 01:00:00 - 21/08/2023 02:00:00","BZN|ES","Without Sequence","118.81","",""
"21/08/2023 02:00:00 - 21/08/2023 03:00:00","BZN|ES","Without Sequence","108.00","",""
"21/08/2023 03:00:00 - 21/08/2023 04:00:00","BZN|ES","Without Sequence","100.32","",""
"21/08/2023 04:00:00 - 21/08/2023 05:00:00","BZN|ES","Without Sequence","99.32","",""
"21/08/2023 05:00:00 - 21/08/2023 06:00:00","BZN|ES","Without Sequence","110.00","",""
"21/08/2023 06:00:00 - 21/08/2023 07:00:00","BZN|ES","Without Sequence","121.00","",""
"21/08/2023 07:00:00 - 21/08/2023 08:00:00","BZN|ES","Without Sequence","132.32","",""
"21/08/2023 08:00:00 - 21/08/2023 09:00:00","BZN|ES","Without Sequence","133.31","",""
"21/08/2023 09:00:00 - 21/08/2023 10:00:00","BZN|ES","Without Sequence","115.00","",""
"21/08/2023 10:00:00 - 21/08/2023 11:00:00","BZN|ES","Without Sequence","103.99","",""
"21/08/2023 11:00:00 - 21/08/2023 12:00:00","BZN|ES","Without Sequence","101.51","",""
"21/08/2023 12:00:00 - 21/08/2023 13:00:00","BZN|ES","Without Sequence","101.10","",""
"21/08/2023 13:00:00 - 21/08/2023 14:00:00","BZN|ES","Without Sequence","101.10","",""
"21/08/2023 14:00:00 - 21/08/2023 15:00:00","BZN|ES","Without Sequence","97.51","",""
"21/08/2023 15:00:00 - 21/08/2023 16:00:00","BZN|ES","Without Sequence","97.09","",""
"21/08/2023 16:00:00 - 21/08/2023 17:00:00","BZN|ES","Without Sequence","101.08","",""
"21/08/2023 17:00:00 - 21/08/2023 18:00:00","BZN|ES","Without Sequence","118.71","",""
"21/08/2023 18:00:00 - 21/08/2023 19:00:00","BZN|ES","Without Sequence","126.22","",""
"21/08/2023 19:00:00 - 21/08/2023 20:00:00","BZN|ES","Without Sequence","136.76","",""
"21/08/2023 20:00:00 - 21/08/2023 21:00:00","BZN|ES","Without Sequence","149.58","",""
"21/08/2023 21:00:00 - 21/08/2023 22:00:00","BZN|ES","Without Sequence","149.30","",""
"21/08/2023 22:00:00 - 21/08/2023 23:00:00","BZN|ES","Without Sequence","136.01","",""
"21/08/2023 23:00:00 - 22/08/2023 00:00:00","BZN|ES","Without Sequence","130.00","",""
"22/08/2023 00:00:00 - 22/08/2023 01:00:00","BZN|ES","Without Sequence","136.01","",""
"22/08/2023 01:00:00 - 22/08/2023 02:00:00","BZN|ES","Without Sequence","131.26","",""
"22/08/2023 02:00:00 - 22/08/2023 03:00:00","BZN|ES","Without Sequence","111.60","",""
"22/08/2023 03:00:00 - 22/08/2023 04:00:00","BZN|ES","Without Sequence","110.00","",""
"22/08/2023 04:00:00 - 22/08/2023 05:00:00","BZN|ES","Without Sequence","108.70","",""
"22/08/2023 05:00:00 - 22/08/2023 06:00:00","BZN|ES","Without Sequence","112.04","",""
"22/08/2023 06:00:00 - 22/08/2023 07:00:00","BZN|ES","Without Sequence","132.35","",""
"22/08/2023 07:00:00 - 22/08/2023 08:00:00","BZN|ES","Without Sequence","139.47","",""
"22/08/2023 08:00:00 - 22/08/2023 09:00:00","BZN|ES","Without Sequence","137.76","",""
"22/08/2023 09:00:00 - 22/08/2023 10:00:00","BZN|ES","Without Sequence","118.94","",""
"22/08/2023 10:00:00 - 22/08/2023 11:00:00","BZN|ES","Without Sequence","102.86","",""
"22/08/2023 11:00:00 - 22/08/2023 12:00:00","BZN|ES","Without Sequence","99.67","",""
"22/08/2023 12:00:00 - 22/08/2023 13:00:00","BZN|ES","Without Sequence","99.51","",""
"22/08/2023 13:00:00 - 22/08/2023 14:00:00","BZN|ES","Without Sequence","99.51","",""
"22/08/2023 14:00:00 - 22/08/2023 15:00:00","BZN|ES","Without Sequence","99.51","",""
"22/08/2023 15:00:00 - 22/08/2023 16:00:00","BZN|ES","Without Sequence","99.51","",""
"22/08/2023 16:00:00 - 22/08/2023 17:00:00","BZN|ES","Without Sequence","102.17","",""
"22/08/2023 17:00:00 - 22/08/2023 18:00:00","BZN|ES","Without Sequence","110.46","",""
"22/08/2023 18:00:00 - 22/08/2023 19:00:00","BZN|ES","Without Sequence","118.40","",""
"22/08/2023 19:00:00 - 22/08/2023 20:00:00","BZN|ES","Without Sequence","138.33","",""
"22/08/2023 20:00:00 - 22/08/2023 21:00:00","BZN|ES","Without Sequence","148.53","",""
"22/08/2023 21:00:00 - 22/08/2023 22:00:00","BZN|ES","Without Sequence","158.61","",""
"22/08/2023 22:00:00 - 22/08/2023 23:00:00","BZN|ES","Without Sequence","145.80","",""
"22/08/2023 23:00:00 - 23/08/2023 00:00:00","BZN|ES","Without Sequence","135.14","",""
"23/08/2023 00:00:00 - 23/08/2023 01:00:00","BZN|ES","Without Sequence","145.00","",""
"23/08/2023 01:00:00 - 23/08/2023 02:00:00","BZN|ES","Without Sequence","140.00","",""
"23/08/2023 02:00:00 - 23/08/2023 03:00:00","BZN|ES","Without Sequence","120.76","",""
"23/08/2023 03:00:00 - 23/08/2023 04:00:00","BZN|ES","Without Sequence","114.56","",""
"23/08/2023 04:00:00 - 23/08/2023 05:00:00","BZN|ES","Without Sequence","111.12","",""
"23/08/2023 05:00:00 - 23/08/2023 06:00:00","BZN|ES","Without Sequence","114.56","",""
"23/08/2023 06:00:00 - 23/08/2023 07:00:00","BZN|ES","Without Sequence","138.33","",""
"23/08/2023 07:00:00 - 23/08/2023 08:00:00","BZN|ES","Without Sequence","153.79","",""
"23/08/2023 08:00:00 - 23/08/2023 09:00:00","BZN|ES","Without Sequence","157.41","",""
"23/08/2023 09:00:00 - 23/08/2023 10:00:00","BZN|ES","Without Sequence","137.19","",""
"23/08/2023 10:00:00 - 23/08/2023 11:00:00","BZN|ES","Without Sequence","120.76","",""
"23/08/2023 11:00:00 - 23/08/2023 12:00:00","BZN|ES","Without Sequence","115.89","",""
"23/08/2023 12:00:00 - 23/08/2023 13:00:00","BZN|ES","Without Sequence","114.56","",""
"23/08/2023 13:00:00 - 23/08/2023 14:00:00","BZN|ES","Without Sequence","114.56","",""
"23/08/2023 14:00:00 - 23/08/2023 15:00:00","BZN|ES","Without Sequence","114.56","",""
"23/08/2023 15:00:00 - 23/08/2023 16:00:00","BZN|ES","Without Sequence","115.35","",""
"23/08/2023 16:00:00 - 23/08/2023 17:00:00","BZN|ES","Without Sequence","120.04","",""
"23/08/2023 17:00:00 - 23/08/2023 18:00:00","BZN|ES","Without Sequence","135.51","",""
"23/08/2023 18:00:00 - 23/08/2023 19:00:00","BZN|ES","Without Sequence","138.33","",""
"23/08/2023 19:00:00 - 23/08/2023 20:00:00","BZN|ES","Without Sequence","153.79","",""
"23/08/2023 20:00:00 - 23/08/2023 21:00:00","BZN|ES","Without Sequence","168.08","",""
"23/08/2023 21:00:00 - 23/08/2023 22:00:00","BZN|ES","Without Sequence","180.34","",""
"23/08/2023 22:00:00 - 23/08/2023 23:00:00","BZN|ES","Without Sequence","170.01","",""
"23/08/2023 23:00:00 - 24/08/2023 00:00:00","BZN|ES","Without Sequence","144.06","",""
"24/08/2023 00:00:00 - 24/08/2023 01:00:00","BZN|ES","Without Sequence","145.00","",""
"24/08/2023 01:00:00 - 24/08/2023 02:00:00","BZN|ES","Without Sequence","138.87","",""
"24/08/2023 02:00:00 - 24/08/2023 03:00:00","BZN|ES","Without Sequence","124.79","",""
"24/08/2023 03:00:00 - 24/08/2023 04:00:00","BZN|ES","Without Sequence","124.79","",""
"24/08/2023 04:00:00 - 24/08/2023 05:00:00","BZN|ES","Without Sequence","120.00","",""
"24/08/2023 05:00:00 - 24/08/2023 06:00:00","BZN|ES","Without Sequence","126.00","",""
"24/08/2023 06:00:00 - 24/08/2023 07:00:00","BZN|ES","Without Sequence","139.47","",""
"24/08/2023 07:00:00 - 24/08/2023 08:00:00","BZN|ES","Without Sequence","152.53","",""
"24/08/2023 08:00:00 - 24/08/2023 09:00:00","BZN|ES","Without Sequence","154.94","",""
"24/08/2023 09:00:00 - 24/08/2023 10:00:00","BZN|ES","Without Sequence","131.97","",""
"24/08/2023 10:00:00 - 24/08/2023 11:00:00","BZN|ES","Without Sequence","122.47","",""
"24/08/2023 11:00:00 - 24/08/2023 12:00:00","BZN|ES","Without Sequence","112.61","",""
"24/08/2023 12:00:00 - 24/08/2023 13:00:00","BZN|ES","Without Sequence","115.00","",""
"24/08/2023 13:00:00 - 24/08/2023 14:00:00","BZN|ES","Without Sequence","112.27","",""
"24/08/2023 14:00:00 - 24/08/2023 15:00:00","BZN|ES","Without Sequence","113.00","",""
"24/08/2023 15:00:00 - 24/08/2023 16:00:00","BZN|ES","Without Sequence","117.94","",""
"24/08/2023 16:00:00 - 24/08/2023 17:00:00","BZN|ES","Without Sequence","118.63","",""
"24/08/2023 17:00:00 - 24/08/2023 18:00:00","BZN|ES","Without Sequence","112.72","",""
"24/08/2023 18:00:00 - 24/08/2023 19:00:00","BZN|ES","Without Sequence","124.79","",""
"24/08/2023 19:00:00 - 24/08/2023 20:00:00","BZN|ES","Without Sequence","147.27","",""
"24/08/2023 20:00:00 - 24/08/2023 21:00:00","BZN|ES","Without Sequence","163.88","",""
"24/08/2023 21:00:00 - 24/08/2023 22:00:00","BZN|ES","Without Sequence","171.16","",""
"24/08/2023 22:00:00 - 24/08/2023 23:00:00","BZN|ES","Without Sequence","159.70","",""
"24/08/2023 23:00:00 - 25/08/2023 00:00:00","BZN|ES","Without Sequence","140.04","",""
"25/08/2023 00:00:00 - 25/08/2023 01:00:00","BZN|ES","Without Sequence","114.95","",""
"25/08/2023 01:00:00 - 25/08/2023 02:00:00","BZN|ES","Without Sequence","103.81","",""
"25/08/2023 02:00:00 - 25/08/2023 03:00:00","BZN|ES","Without Sequence","99.26","",""
"25/08/2023 03:00:00 - 25/08/2023 04:00:00","BZN|ES","Without Sequence","99.34","",""
"25/08/2023 04:00:00 - 25/08/2023 05:00:00","BZN|ES","Without Sequence","98.40","",""
"25/08/2023 05:00:00 - 25/08/2023 06:00:00","BZN|ES","Without Sequence","103.23","",""
"25/08/2023 06:00:00 - 25/08/2023 07:00:00","BZN|ES","Without Sequence","124.22","",""
"25/08/2023 07:00:00 - 25/08/2023 08:00:00","BZN|ES","Without Sequence","135.12","",""
"25/08/2023 08:00:00 - 25/08/2023 09:00:00","BZN|ES","Without Sequence","139.42","",""
"25/08/2023 09:00:00 - 25/08/2023 10:00:00","BZN|ES","Without Sequence","129.03","",""
"25/08/2023 10:00:00 - 25/08/2023 11:00:00","BZN|ES","Without Sequence","114.01","",""
"25/08/2023 11:00:00 - 25/08/2023 12:00:00","BZN|ES","Without Sequence","110.63","",""
"25/08/2023 12:00:00 - 25/08/2023 13:00:00","BZN|ES","Without Sequence","102.36","",""
"25/08/2023 13:00:00 - 25/08/2023 14:00:00","BZN|ES","Without Sequence","100.06","",""
"25/08/2023 14:00:00 - 25/08/2023 15:00:00","BZN|ES","Without Sequence","96.85","",""
"25/08/2023 15:00:00 - 25/08/2023 16:00:00","BZN|ES","Without Sequence","92.51","",""
"25/08/2023 16:00:00 - 25/08/2023 17:00:00","BZN|ES","Without Sequence","91.33","",""
"25/08/2023 17:00:00 - 25/08/2023 18:00:00","BZN|ES","Without Sequence","91.33","",""
"25/08/2023 18:00:00 - 25/08/2023 19:00:00","BZN|ES","Without Sequence","92.33","",""
"25/08/2023 19:00:00 - 25/08/2023 20:00:00","BZN|ES","Without Sequence","125.02","",""
"25/08/2023 20:00:00 - 25/08/2023 21:00:00","BZN|ES","Without Sequence","139.69","",""
"25/08/2023 21:00:00 - 25/08/2023 22:00:00","BZN|ES","Without Sequence","140.61","",""
"25/08/2023 22:00:00 - 25/08/2023 23:00:00","BZN|ES","Without Sequence","128.78","",""
"25/08/2023 23:00:00 - 26/08/2023 00:00:00","BZN|ES","Without Sequence","108.34","",""
"26/08/2023 00:00:00 - 26/08/2023 01:00:00","BZN|ES","Without Sequence","109.90","",""
"26/08/2023 01:00:00 - 26/08/2023 02:00:00","BZN|ES","Without Sequence","104.44","",""
"26/08/2023 02:00:00 - 26/08/2023 03:00:00","BZN|ES","Without Sequence","104.44","",""
"26/08/2023 03:00:00 - 26/08/2023 04:00:00","BZN|ES","Without Sequence","105.00","",""
"26/08/2023 04:00:00 - 26/08/2023 05:00:00","BZN|ES","Without Sequence","104.44","",""
"26/08/2023 05:00:00 - 26/08/2023 06:00:00","BZN|ES","Without Sequence","104.44","",""
"26/08/2023 06:00:00 - 26/08/2023 07:00:00","BZN|ES","Without Sequence","108.94","",""
"26/08/2023 07:00:00 - 26/08/2023 08:00:00","BZN|ES","Without Sequence","105.00","",""
"26/08/2023 08:00:00 - 26/08/2023 09:00:00","BZN|ES","Without Sequence","104.44","",""
"26/08/2023 09:00:00 - 26/08/2023 10:00:00","BZN|ES","Without Sequence","107.00","",""
"26/08/2023 10:00:00 - 26/08/2023 11:00:00","BZN|ES","Without Sequence","99.36","",""
"26/08/2023 11:00:00 - 26/08/2023 12:00:00","BZN|ES","Without Sequence","92.20","",""
"26/08/2023 12:00:00 - 26/08/2023 13:00:00","BZN|ES","Without Sequence","90.73","",""
"26/08/2023 13:00:00 - 26/08/2023 14:00:00","BZN|ES","Without Sequence","89.91","",""
"26/08/2023 14:00:00 - 26/08/2023 15:00:00","BZN|ES","Without Sequence","82.02","",""
"26/08/2023 15:00:00 - 26/08/2023 16:00:00","BZN|ES","Without Sequence","81.93","",""
"26/08/2023 16:00:00 - 26/08/2023 17:00:00","BZN|ES","Without Sequence","87.57","",""
"26/08/2023 17:00:00 - 26/08/2023 18:00:00","BZN|ES","Without Sequence","89.91","",""
"26/08/2023 18:00:00 - 26/08/2023 19:00:00","BZN|ES","Without Sequence","91.50","",""
"26/08/2023 19:00:00 - 26/08/2023 20:00:00","BZN|ES","Without Sequence","99.36","",""
"26/08/2023 20:00:00 - 26/08/2023 21:00:00","BZN|ES","Without Sequence","120.50","",""
"26/08/2023 21:00:00 - 26/08/2023 22:00:00","BZN|ES","Without Sequence","128.22","",""
"26/08/2023 22:00:00 - 26/08/2023 23:00:00","BZN|ES","Without Sequence","122.98","",""
"26/08/2023 23:00:00 - 27/08/2023 00:00:00","BZN|ES","Without Sequence","110.63","",""
"27/08/2023 00:00:00 - 27/08/2023 01:00:00","BZN|ES","Without Sequence","102.39","",""
"27/08/2023 01:00:00 - 27/08/2023 02:00:00","BZN|ES","Without Sequence","92.92","",""
